1,74.243,100.24,0.47273,0.041286,10.862,1262.3,97.836,4.6309,55.522,0
2,72.76,91.145,8.9754,10.412,11.855,73.098,109.09,5.8628,61.137,1205.6
3,73.713,96.807,0.75902,0.091291,11.218,73.132,117.6,4.9502,57.064,1211.6
4,73.069,92.914,0.75412,0.089917,11.649,72.97,113.23,5.4859,59.438,1207.6
5,73.437,95.1,0.52419,0.049072,11.403,73.518,116.24,5.1679,58.75,1209.9
6,73.35,94.574,0.51604,0.047928,11.461,73.458,114.35,5.2427,59.025,1209.4
7,73.942,98.261,0.49877,0.045382,11.065,73.472,121.24,4.7978,56.717,1213
8,73.769,97.157,0.56924,0.05647,11.181,73.517,119.84,4.9108,57.418,1212
9,73.941,98.258,0.44607,0.037578,11.065,73.527,121.96,4.7972,56.796,1213
10,74.311,100.7,0.45293,0.038647,10.817,73.419,98.203,4.5933,55.404,1215.3
11,73.904,98.016,0.38757,0.029734,11.09,73.557,121.11,4.8206,56.974,1212.8
12,72.671,90.651,9.114,10.111,11.914,73.041,106.78,5.9758,61.476,1205
13,74.168,99.739,0.43211,0.03553,10.913,73.549,124.76,4.6639,56.04,1214.4
14,74.149,99.617,0.51413,0.04743,10.925,73.397,124.81,4.6789,55.901,1214.3
15,74,98.639,0.58485,0.05893,11.025,73.395,122.95,4.7639,56.404,1213.4
16,73.987,98.553,0.5548,0.053893,11.034,73.396,123.11,4.7717,56.452,1213.3
17,73.352,94.588,0.62858,0.066484,11.46,73.257,115.58,5.2322,58.686,1209.4
18,73.482,95.374,0.54904,0.05294,11.373,73.3,117.23,5.1239,58.218,1210.2
19,73.622,96.24,0.61081,0.063244,11.279,73.5,118.23,5.017,57.961,1211.1
20,73.608,96.154,0.44488,0.037429,11.288,73.612,117.68,5.0295,58.189,1211
21,73.904,98.016,0.4958,0.045018,11.09,73.661,121.24,4.8194,57.123,1212.8
22,73.585,96.006,0.4699,0.041211,11.304,73.684,117.24,5.0497,58.398,1210.8
23,73.747,97.019,0.31253,0.020767,11.195,73.717,119.18,4.9268,57.8,1211.9
24,73.693,96.682,0.32751,0.022505,11.231,73.672,118.61,4.9657,57.942,1211.5
25,73.199,93.675,8.9559,9.8558,11.562,73.244,113.91,5.3738,59.328,1208.4
26,73.825,97.517,0.66236,0.072877,11.143,73.281,121.49,4.8743,56.866,1212.3
27,73.645,96.381,0.56606,0.055974,11.264,73.165,119.01,4.9978,57.368,1211.2
28,72.886,91.862,8.6583,10.303,11.771,73.33,109.8,5.729,60.941,1206.4
29,73.214,93.766,0.4457,0.037644,11.552,73.462,112.7,5.3724,59.629,1208.5
30,73.465,95.274,0.48142,0.042696,11.384,73.469,116.21,5.1419,58.552,1210.1
31,73.165,93.476,0.47134,0.041205,11.585,73.355,112.8,5.4148,59.668,1208.2
32,73.325,94.423,0.45088,0.038229,11.478,73.402,114.95,5.2631,59.041,1209.2
33,73.741,96.984,0.79121,0.097672,11.199,73.249,119.53,4.9305,57.129,1211.8
34,73.395,94.848,0.71611,0.082757,11.431,73.27,117.19,5.1952,58.526,1209.7
35,73.087,93.02,8.9157,10.461,11.637,73.161,114.14,5.4812,59.686,1207.7
36,73.421,95.007,0.92252,0.12673,11.413,73.138,118.26,5.1692,58.209,1209.8
37,73.722,96.862,0.78291,0.09697,11.212,73.619,120.2,4.9443,57.749,1211.7
38,73.336,94.489,0.87658,0.11632,11.471,73.325,115.56,5.2496,58.867,1209.3
39,72.777,91.243,8.7899,10.518,11.844,73.097,109.45,5.8394,61.048,1205.7
40,73.194,93.648,8.9368,10.213,11.565,73.127,114.25,5.3713,59.151,1208.4
41,73.428,95.044,0.99473,0.14523,11.409,73.315,117.18,5.1691,58.464,1209.9
42,73.44,95.123,0.62846,0.066766,11.4,73.38,116.57,5.1602,58.513,1209.9
43,73.551,95.8,0.87015,0.11558,11.326,73.404,118.52,5.0705,58.097,1210.6
44,73.208,93.731,8.9226,10.249,11.556,73.12,115.07,5.3575,59.077,1208.5
45,73.656,96.449,1.0135,0.14851,11.256,73.256,120.27,4.9903,57.463,1211.3
46,73.105,93.126,8.838,10.131,11.624,73.282,112.55,5.4714,59.814,1207.8
47,73.302,94.29,9.0044,9.8058,11.493,73.245,115,5.2761,58.877,1209.1
48,73.323,94.414,0.72658,0.085141,11.479,73.225,115.14,5.2566,58.757,1209.2
49,73.711,96.791,0.72186,0.083943,11.22,73.503,118.34,4.9519,57.62,1211.6
50,73.473,95.321,0.569,0.056742,11.379,73.659,115.92,5.1417,58.823,1210.1
51,73.917,98.101,0.43146,0.035931,11.081,73.929,121.38,4.8086,57.459,1212.9
52,73.49,95.426,0.72696,0.085911,11.367,73.688,116.55,5.1279,58.797,1210.3
53,73.274,94.123,0.64306,0.069846,11.512,73.388,114.69,5.3093,59.236,1208.9
54,73.771,97.169,0.56763,0.056569,11.179,73.408,118.93,4.9098,57.252,1212
55,73.235,93.89,0.6774,0.075527,11.538,73.329,114.18,5.3434,59.31,1208.6
56,73.251,93.982,0.91362,0.12531,11.527,73.311,112.66,5.3277,59.213,1208.7
57,74.07,99.097,0.6063,0.063144,10.978,73.58,122.64,4.7183,56.413,1213.8
58,73.766,97.141,0.918,0.12547,11.182,73.328,119.68,4.9132,57.152,1212
59,73.397,94.86,0.80275,0.10015,11.429,73.249,115.99,5.1928,58.484,1209.7
60,74.345,100.93,0.70916,0.081356,10.793,73.454,125.99,4.5746,55.34,1215.5
61,73.244,93.94,0.55569,0.054027,11.532,73.367,113.57,5.3375,59.336,1208.7
62,74.201,99.958,0.53026,0.050209,10.891,73.369,96.792,4.6522,55.695,1214.6
63,73.433,95.079,0.57648,0.057507,11.405,73.304,114.87,5.1639,58.422,1209.9
64,73.445,95.148,0.56027,0.05482,11.398,73.409,115.28,5.1575,58.543,1210
65,74.05,98.964,0.7384,0.086531,10.992,73.224,122.88,4.7394,56.002,1213.7
66,73.175,93.533,9.2953,10.287,11.578,72.734,113.88,5.3692,58.583,1208.3
67,73.495,95.454,0.58821,0.059169,11.364,73.315,115.91,5.1136,58.188,1210.3
68,73.74,96.979,0.97607,0.13761,11.2,72.848,120.29,4.9347,56.558,1211.8
69,73.659,96.471,0.95486,0.13257,11.254,72.796,119.24,4.9887,56.775,1211.3
