136.17,-0.33212
119.83,-0.27414
126.8,-0.29367
119.61,-0.27352
119.94,-0.27247
131.63,-0.30908
119.7,-0.27532
122.11,-0.27888
128.01,-0.29923
120.04,-0.27582
129.11,-0.30205
120.2,-0.27373
119.37,-0.27191
118.81,-0.26965
118.89,-0.27
118.66,-0.26922
118.31,-0.26732
118.33,-0.26797
125.87,-0.29336
115.84,-0.25987
125.89,-0.29348
126.12,-0.29438
126.32,-0.29469
126.37,-0.295
140.44,-0.33602
140.77,-0.33747
127.31,-0.29707
143.28,-0.3454
143.71,-0.34624
142.69,-0.34389
138.99,-0.33922
121.44,-0.27711
120.71,-0.27526
120.13,-0.27342
121.78,-0.27731
123.08,-0.28066
129.73,-0.30482
148.17,-0.36151
129.23,-0.30309
129.7,-0.30539
131.1,-0.30923
119.85,-0.27736
120.14,-0.2741
127.03,-0.29471
129.58,-0.30381
133.94,-0.32068
126.17,-0.29812
130.42,-0.30854
131.24,-0.3078
129.94,-0.30365
131.53,-0.30461
128.05,-0.29669
121.67,-0.27603
129.35,-0.29957
120.91,-0.27281
123.1,-0.27903
129.06,-0.29858
128.36,-0.29548
121.37,-0.27512
128.85,-0.29792
128.61,-0.29649
129.36,-0.29844
127.83,-0.28958
130.01,-0.29845
127.89,-0.30149
129.2,-0.29798
122.52,-0.27609
131.29,-0.30072
121.71,-0.27162
124.01,-0.28436
122.2,-0.27386
121.07,-0.26784
125.28,-0.29195
118.23,-0.26663
135.53,-0.32328
132.47,-0.31428
125.02,-0.28848
127.02,-0.29474
127.17,-0.29126
127.56,-0.2927
122.33,-0.27641
135.05,-0.32204
118.53,-0.27054
122.11,-0.27694
140.27,-0.33387
120.91,-0.27119
127.7,-0.29427
128.54,-0.29394
117.91,-0.26837
126.75,-0.29982
126.92,-0.30022
129.09,-0.29855
125.12,-0.28551
119.62,-0.27138
118.45,-0.26905
117.29,-0.25979
119.95,-0.27409
119.29,-0.273
119.75,-0.27271
123.52,-0.28417
126.85,-0.2858
120.73,-0.2759
120.92,-0.27252
119.04,-0.27
123.39,-0.28579
115,-0.25221
125.68,-0.28692
124.5,-0.28185
115.44,-0.25474
114.93,-0.25244
114.71,-0.25343
114.43,-0.25027
113.63,-0.24982
114.91,-0.25265
114.02,-0.25446
115.93,-0.25748
113.48,-0.25194
113.21,-0.25033
114.5,-0.25143
110.07,-0.23781
111.6,-0.24306
115.43,-0.25651
112.56,-0.24722
110.01,-0.23598
109.64,-0.23561
109.56,-0.23621
111.14,-0.23688
117.53,-0.25644
112.31,-0.23855
112.81,-0.24127
112.89,-0.24059
113.28,-0.24462
109.28,-0.23491
108.81,-0.23306
108.26,-0.23022
109.36,-0.23412
110.44,-0.2387
110.16,-0.23783
108.82,-0.23161
109.97,-0.23612
110.49,-0.23789
111.12,-0.2383
110.76,-0.23521
107.59,-0.22654
109.5,-0.2286
110.86,-0.23382
110.84,-0.23341
108.22,-0.23083
108.07,-0.22949
107.71,-0.22775
109.74,-0.2339
109.63,-0.23014
107.43,-0.22153
105.49,-0.22058
104.42,-0.21759
103.21,-0.21072
103.78,-0.21398
102.79,-0.20996
105.1,-0.21474
103.86,-0.21536
104.65,-0.21788
104.06,-0.21051
102.4,-0.20847
101.57,-0.20529
102.65,-0.20651
102.55,-0.20535
100.92,-0.2028
102.58,-0.20321
101.61,-0.19838
101.11,-0.19891
100.14,-0.19527
101.23,-0.19805
98.998,-0.19228
101.55,-0.198
99.656,-0.19178
99.634,-0.19203
98.97,-0.18874
98.212,-0.18645
98.161,-0.18603
99.414,-0.19153
97.323,-0.18459
96.702,-0.18504
96.77,-0.18348
97.496,-0.18615
96.995,-0.1832
96.944,-0.18333
97.148,-0.18288
97.183,-0.18537
96.093,-0.17916
96.603,-0.18121
94.468,-0.17355
94.586,-0.17292
95.336,-0.17365
95.158,-0.17282
94.655,-0.17007
93.825,-0.17182
94.091,-0.17314
93.747,-0.17198
