1,53.129,45.724,10.162,11.252,29.101,557.53,142.62,NaN,NaN,0
2,53.456,46.273,10.58,11.457,28.879,48.126,139.78,NaN,NaN,447.92
3,53.276,45.969,10.592,11.673,29.001,47.848,148.67,NaN,NaN,446.88
4,53.858,46.958,10.602,11.676,28.604,48.891,134.89,NaN,NaN,450.24
5,53.522,46.383,10.529,11.579,28.834,48.273,141.48,NaN,NaN,448.3
6,53.773,46.811,10.393,11.434,28.663,48.693,132.19,NaN,NaN,449.75
7,54.576,48.215,10.53,11.516,28.112,50.164,117.14,NaN,NaN,454.33
8,53.075,45.634,10.601,11.631,29.138,47.496,155.05,NaN,NaN,445.7
9,53.422,46.215,10.363,11.36,28.902,48.057,138.22,NaN,NaN,447.73
10,54.064,47.313,10.344,11.387,28.464,49.219,126.16,NaN,NaN,451.42
11,53.623,46.556,10.397,11.436,28.765,48.432,136.27,NaN,NaN,448.89
12,53.625,46.559,10.383,11.401,28.764,48.43,134.86,NaN,NaN,448.9
13,54.763,48.55,10.551,11.613,27.982,50.51,113.5,NaN,NaN,455.38
14,54.29,47.708,10.515,11.563,28.309,49.637,122.25,NaN,NaN,452.71
15,55.123,49.202,10.731,11.733,27.733,51.196,108.52,NaN,NaN,457.39
16,54.965,48.915,10.614,11.655,27.842,50.892,110.62,NaN,NaN,456.51
17,55.006,48.989,10.649,11.678,27.814,50.965,109.7,NaN,NaN,456.74
18,54.406,47.913,10.861,11.844,28.229,49.895,124.09,NaN,NaN,453.37
19,54.024,47.245,10.519,11.57,28.491,49.163,128.41,NaN,NaN,451.19
20,54.315,47.753,10.766,11.776,28.291,49.72,125.26,NaN,NaN,452.85
21,54.22,47.586,10.876,11.828,28.357,49.576,130.3,NaN,NaN,452.31
22,54.327,47.774,10.933,11.931,28.283,49.77,127.7,NaN,NaN,452.92
23,54.31,47.744,11,11.951,28.295,49.751,129.39,NaN,NaN,452.82
24,53.777,46.819,10.855,11.86,28.66,48.776,140.36,NaN,NaN,449.78
25,54.456,48.002,10.687,11.718,28.194,49.984,122.61,NaN,NaN,453.65
26,54.337,47.79,10.927,11.933,28.277,49.798,128.69,NaN,NaN,452.97
27,54.328,47.775,10.79,11.81,28.283,49.761,126.77,NaN,NaN,452.92
28,54.288,47.705,10.816,11.814,28.31,49.697,128.38,NaN,NaN,452.7
29,54.087,47.354,10.722,11.692,28.448,49.315,131.1,NaN,NaN,451.55
30,53.665,46.626,10.654,11.689,28.737,48.551,140.53,NaN,NaN,449.13
31,54.07,47.324,10.533,11.496,28.46,49.248,129.35,NaN,NaN,451.45
32,53.89,47.013,10.871,11.913,28.583,48.996,140.08,NaN,NaN,450.43
33,54.571,48.205,10.376,11.388,28.115,50.142,115.9,NaN,NaN,454.3
34,54.231,47.605,10.635,11.614,28.349,49.555,125.92,NaN,NaN,452.37
35,54.338,47.793,10.638,11.621,28.276,49.749,123.65,NaN,NaN,452.98
36,54.881,48.762,10.572,11.569,27.901,50.727,111.61,NaN,NaN,456.04
37,54.554,48.176,10.512,11.419,28.127,50.125,117.47,NaN,NaN,454.2
38,54.018,47.234,10.386,11.383,28.495,49.142,127.7,NaN,NaN,451.16
39,54.185,47.524,10.496,11.475,28.381,49.46,125.92,NaN,NaN,452.11
40,54.389,47.884,10.72,11.663,28.24,49.868,125.19,NaN,NaN,453.27
41,53.97,47.151,10.304,11.284,28.528,49.04,127.18,NaN,NaN,450.89
42,54.334,47.786,10.448,11.479,28.278,49.728,123.2,NaN,NaN,452.96
43,54.403,47.908,10.437,11.39,28.231,49.849,122.83,NaN,NaN,453.35
44,54.859,48.722,10.48,11.484,27.916,50.684,111.84,NaN,NaN,455.92
45,54.632,48.315,10.449,11.432,28.073,50.261,115.75,NaN,NaN,454.64
46,54.905,48.806,10.43,11.39,27.884,50.758,110.24,NaN,NaN,456.17
47,54.883,48.765,10.432,11.402,27.9,50.722,110.29,NaN,NaN,456.05
48,54.697,48.431,10.497,11.482,28.028,50.386,115.03,NaN,NaN,455.01
49,54.825,48.661,10.25,11.249,27.939,50.578,109,NaN,NaN,455.73
50,54.661,48.367,10.306,11.296,28.053,50.29,112.96,NaN,NaN,454.81
51,54.302,47.73,10.173,11.133,28.3,49.612,116.88,NaN,NaN,452.78
52,54.287,47.703,10.346,11.303,28.311,49.616,121.01,NaN,NaN,452.69
53,54.613,48.28,10.096,11.121,28.086,50.175,111.75,NaN,NaN,454.53
54,53.978,47.165,10.495,11.508,28.523,49.094,131.48,NaN,NaN,450.93
55,53.923,47.069,10.662,11.635,28.561,49.039,135.35,NaN,NaN,450.61
56,54.722,48.476,10.414,11.374,28.011,50.427,114.26,NaN,NaN,455.15
57,54.191,47.535,10.726,11.659,28.377,49.532,132.4,NaN,NaN,452.14
58,54.553,48.173,10.68,11.599,28.128,50.161,121.49,NaN,NaN,454.19
59,54.14,47.447,10.432,11.367,28.411,49.368,126.12,NaN,NaN,451.86
60,53.838,46.922,10.33,11.34,28.619,48.819,132.11,NaN,NaN,450.12
